    0.715808     0.068061     0.501639
    0.700930     0.124327     0.471033
    0.689799     0.161391     0.480283
    0.734078     0.169077     0.540175
    0.711048     0.133302     0.524824
    0.684336     0.079254     0.393256
    0.665704     0.100050     0.477932
    0.719048     0.148434     0.530425
    0.718165     0.072923     0.479711
    0.702754     0.086967     0.421308
    0.715956     0.105945     0.494174
    0.677422     0.143707     0.435590
    0.659636     0.073426     0.384580
    0.707636     0.106069     0.502769
    0.731331     0.116324     0.431400
    0.731374     0.163987     0.428006
    0.708793     0.080435     0.438444
    0.728659     0.156502     0.542258
    0.741853     0.136316     0.532236
    0.704597     0.132694     0.529895
    0.733675     0.144884     0.471800
    0.739238     0.142393     0.522799
    0.712677     0.107675     0.416159
    0.691951     0.098419     0.387835
    0.689989     0.168312     0.441837
    0.725436     0.116016     0.369436
    0.683799     0.116036     0.516429
    0.756153     0.113396     0.483475
    0.749316     0.135904     0.585688
    0.735473     0.137805     0.555884
    0.709977     0.101529     0.489797
    0.678677     0.087070     0.405055
    0.715155     0.054749     0.454068
    0.737299     0.073254     0.444727
    0.725339     0.175835     0.537409
    0.720006     0.156870     0.448213
    0.710228     0.118418     0.419286
    0.714070     0.132691     0.501219
    0.729669     0.165497     0.526000
    0.713948     0.105451     0.543597
    0.724544     0.123796     0.436598
    0.727266     0.111601     0.490494
    0.722611     0.190949     0.453095
    0.712066     0.071866     0.464781
    0.728192     0.141932     0.478076
    0.703821     0.179767     0.444860
    0.719221     0.151688     0.524039
    0.737978     0.090547     0.471963
    0.719697     0.103794     0.484379
    0.712816     0.152873     0.490932
    0.709125     0.107446     0.427165
    0.681409     0.083731     0.443153
    0.719224     0.146582     0.482629
    0.743659     0.130435     0.400439
    0.725896     0.128573     0.405740
    0.702269     0.150766     0.485304
    0.740094     0.140216     0.546742
    0.694106     0.092551     0.445009
    0.722538     0.074936     0.517508
    0.701849     0.183723     0.453456
    0.716679     0.106455     0.511476
    0.722081     0.116037     0.522288
    0.706284     0.144777     0.461711
    0.713170     0.112162     0.444661
    0.723419     0.089933     0.471711
    0.734084     0.169589     0.517490
    0.728659     0.088104     0.519279
    0.719562     0.065989     0.447125
    0.683250     0.093999     0.463334
    0.683913     0.146928     0.501455
    0.726569     0.193196     0.473618
    0.675697     0.103549     0.385811
    0.706608     0.104560     0.478704
    0.726131     0.131408     0.536296
    0.665748     0.172475     0.489822
    0.746326     0.144576     0.441872
    0.686944     0.105004     0.463569
    0.696357     0.158481     0.476760
    0.727700     0.134393     0.475102
    0.695085     0.200309     0.438535
    0.700459     0.105377     0.425519
    0.677486     0.076446     0.398118
    0.724280     0.158205     0.442601
    0.705693     0.113410     0.442826
    0.720671     0.080771     0.520073
    0.731102     0.104442     0.546467
    0.675814     0.090879     0.551968
    0.742194     0.210744     0.511397
    0.706795     0.086574     0.378044
    0.724121     0.110139     0.443677
    0.678642     0.200248     0.393251
    0.718765     0.191172     0.464805
    0.725142     0.208250     0.552234
    0.697049     0.132676     0.517697
    0.699962     0.118233     0.432003
    0.683998     0.088263     0.562389
    0.733299     0.074592     0.443506
    0.714777     0.208357     0.533822
    0.709685     0.199527     0.508678
    0.724022     0.137839     0.400675
    0.692646     0.150987     0.471578
    0.734266     0.111188     0.558662
    0.703593     0.139640     0.483361
    0.703459     0.092772     0.444872
    0.711864     0.078493     0.468808
    0.687648     0.120805     0.419796
    0.709484     0.141407     0.519564
    0.726044     0.087817     0.537322
    0.708887     0.114283     0.594270
    0.752379     0.119401     0.559032
    0.703603     0.152333     0.487318
    0.693869     0.100763     0.397971
    0.714305     0.098794     0.469673
    0.707438     0.102743     0.512592
    0.731078     0.181060     0.501655
    0.728463     0.105004     0.461024
    0.729808     0.136378     0.531600
    0.696483     0.107804     0.488518
    0.745950     0.173202     0.484554
    0.722668     0.163804     0.486873
    0.745526     0.065684     0.478686
    0.715403     0.077232     0.491885
    0.704892     0.167171     0.481516
    0.735356     0.167107     0.528562
    0.682211     0.091852     0.428749
    0.703037     0.149261     0.470676
    0.703723     0.104071     0.477026
    0.680725     0.101199     0.287459
    0.705738     0.105328     0.431197
    0.731042     0.132049     0.479184
    0.664376     0.180651     0.553465
    0.699402     0.180407     0.455511
    0.738722     0.112338     0.458281
    0.715672     0.120450     0.476720
    0.735392     0.155701     0.475227
    0.676494     0.174733     0.396172
    0.716085     0.099926     0.454095
    0.727016     0.236000     0.491066
    0.701429     0.054568     0.426833
    0.700313     0.106193     0.474399
    0.723022     0.092251     0.617028
    0.714593     0.113014     0.487706
    0.718009     0.081869     0.522569
    0.710168     0.115286     0.376402
    0.680818     0.123708     0.565540
    0.731725     0.138206     0.507471
    0.718538     0.162417     0.506248
    0.727503     0.118479     0.510731
    0.685827     0.086018     0.427738
    0.713933     0.092727     0.442940
    0.737710     0.090042     0.352207
    0.705923     0.123628     0.382201
    0.701127     0.113387     0.438354
    0.705790     0.110562     0.397325
    0.674335     0.096366     0.525559
    0.729034     0.093698     0.477685
    0.722900     0.140212     0.488047
    0.738520     0.122497     0.595164
    0.721393     0.100071     0.457954
    0.727744     0.115092     0.462618
    0.730020     0.136434     0.484938
    0.706472     0.075918     0.500885
    0.690349     0.107169     0.425309
    0.745840     0.084705     0.576724
    0.700780     0.124343     0.430810
    0.696402     0.204795     0.422418
    0.735242     0.136480     0.431787
    0.690783     0.141347     0.503347
    0.713524     0.193348     0.458908
    0.729095     0.114332     0.420752
    0.698451     0.146821     0.524178
    0.712996     0.158113     0.383950
    0.716239     0.136552     0.494912
    0.725680     0.116027     0.502389
    0.716263     0.168207     0.435278
    0.662097     0.102123     0.505438
    0.726696     0.164305     0.538018
    0.737327     0.092407     0.485133
    0.690838     0.104835     0.388093
    0.728630     0.093911     0.484029
    0.715518     0.188169     0.443693
    0.721285     0.110209     0.371861
    0.732692     0.091670     0.472754
    0.723029     0.154428     0.453494
    0.728658     0.129164     0.504977
    0.743606     0.083807     0.481422
    0.717716     0.099424     0.403035
    0.714450     0.089277     0.548954
    0.713618     0.114756     0.465745
    0.694663     0.111151     0.410844
    0.701632     0.123447     0.508724
    0.690363     0.128207     0.483835
    0.727405     0.153422     0.522043
    0.732604     0.107758     0.505039
    0.732947     0.168977     0.461236
    0.725339     0.127305     0.475945
    0.697879     0.192573     0.493092
    0.701120     0.066737     0.461385
    0.729955     0.134591     0.530173
    0.703500     0.172710     0.529060
    0.731370     0.157071     0.487993
    0.696064     0.080836     0.344543
    0.712582     0.087254     0.458991
    0.696254     0.244579     0.453947
    0.719682     0.127930     0.576816
    0.703839     0.158325     0.487304
    0.698761     0.154307     0.407122
    0.720205     0.154839     0.477633
    0.745965     0.176780     0.544304
    0.737455     0.089135     0.419437
    0.664440     0.106625     0.485907
    0.706453     0.113951     0.423676
    0.682116     0.111168     0.446286
    0.704354     0.185660     0.537844
    0.720161     0.152615     0.472375
    0.731248     0.130946     0.530868
    0.710541     0.119271     0.424953
    0.748664     0.056186     0.413677
    0.703215     0.075305     0.468572
    0.750335     0.192251     0.504597
    0.718611     0.176231     0.472398
    0.718260     0.175881     0.492798
    0.744008     0.081219     0.495894
    0.736215     0.144240     0.524293
    0.716648     0.136516     0.467096
    0.710058     0.155882     0.423466
    0.691341     0.062204     0.446265
    0.711299     0.113792     0.389029
    0.711303     0.173121     0.484589
    0.724930     0.086230     0.491728
    0.719844     0.161054     0.488079
    0.703236     0.101280     0.394176
    0.744024     0.098891     0.488636
    0.703908     0.115991     0.507384
    0.741488     0.084624     0.501749
    0.726509     0.140635     0.569275
    0.746324     0.102175     0.466742
    0.730137     0.215697     0.480915
    0.693735     0.123119     0.454935
    0.677804     0.148558     0.483922
    0.696736     0.078696     0.411540
    0.733959     0.158652     0.479266
    0.709599     0.125388     0.489171
    0.721981     0.172698     0.447158
    0.713777     0.116408     0.459038
    0.684765     0.057408     0.401130
    0.693650     0.109936     0.393816
    0.735635     0.141201     0.404570
    0.747689     0.069759     0.534211
    0.726353     0.164926     0.457753
    0.716305     0.092389     0.457891
    0.692841     0.079968     0.418572
    0.690135     0.070754     0.482278
    0.736963     0.165938     0.531976
    0.732686     0.066658     0.452121
    0.716828     0.137298     0.476201
    0.728944     0.129278     0.477216
    0.711482     0.106262     0.452922
    0.715419     0.121404     0.468789
    0.736482     0.130636     0.477422
    0.718724     0.116092     0.507972
    0.678671     0.093960     0.376081
    0.703417     0.129522     0.462954
    0.720518     0.076435     0.491296
    0.703849     0.331021     0.471480
    0.710881     0.145052     0.421459
    0.701489     0.152281     0.493190
    0.740628     0.183619     0.569645
    0.721995     0.093305     0.523654
    0.698759     0.082944     0.449129
    0.670360     0.149416     0.492310
    0.723260     0.060404     0.457016
    0.705642     0.095404     0.397985
    0.729855     0.054171     0.535018
    0.740318     0.093314     0.489064
    0.708099     0.142476     0.514680
    0.725952     0.093760     0.429683
    0.674799     0.109506     0.454199
    0.717618     0.154435     0.469698
    0.719533     0.102795     0.478397
    0.710542     0.099500     0.434594
    0.723199     0.143882     0.445630
    0.714670     0.063394     0.437112
    0.742573     0.122094     0.563053
    0.725269     0.084591     0.459037
    0.719994     0.140074     0.429795
    0.724057     0.116836     0.506134
    0.707704     0.083732     0.469621
    0.731960     0.118188     0.479415
    0.719753     0.140546     0.536364
    0.713873     0.139268     0.445387
    0.730018     0.121339     0.559056
    0.722736     0.084059     0.464600
    0.735775     0.132451     0.482784
    0.698414     0.175680     0.498249
    0.711982     0.085134     0.487435
    0.708418     0.150709     0.537222
    0.739362     0.126392     0.469273
    0.720654     0.080298     0.494101
    0.711857     0.090959     0.511919
    0.715061     0.107735     0.594018
    0.722231     0.108455     0.453919
    0.710725     0.094093     0.452305
    0.743158     0.115045     0.415359
    0.691060     0.097700     0.444910
    0.717861     0.184725     0.418089
    0.699265     0.088349     0.482262
    0.736956     0.181262     0.483847
    0.724803     0.122488     0.528335
    0.703924     0.124994     0.529602
    0.734498     0.136920     0.430272
    0.672800     0.094981     0.451990
    0.741531     0.107120     0.546843
    0.704291     0.095018     0.412753
    0.716610     0.048476     0.447299
    0.676177     0.109567     0.485679
    0.710648     0.074523     0.357368
    0.730773     0.101017     0.506358
    0.730116     0.151230     0.456898
    0.726322     0.085147     0.440655
    0.751857     0.175406     0.522411
    0.725164     0.115654     0.524000
    0.743675     0.155037     0.514363
    0.706613     0.150805     0.492281
    0.710159     0.170638     0.496563
    0.744841     0.095618     0.494356
    0.732888     0.140040     0.533412
    0.709533     0.075132     0.464962
    0.719791     0.168817     0.541252
    0.713653     0.133722     0.413519
    0.724290     0.097457     0.568094
    0.721739     0.090762     0.421581
    0.699865     0.104881     0.464460
    0.718208     0.126937     0.484266
    0.711374     0.145277     0.543047
    0.665199     0.144729     0.433145
    0.688112     0.103417     0.451438
    0.733958     0.182781     0.491325
    0.717479     0.143657     0.511587
    0.699436     0.084942     0.484587
    0.715938     0.128394     0.476308
    0.732845     0.110065     0.515612
    0.727425     0.138123     0.482433
    0.730923     0.079428     0.507339
    0.700859     0.151474     0.359650
    0.740792     0.127758     0.564310
    0.738343     0.123388     0.484568
    0.720595     0.184029     0.515858
    0.723253     0.084979     0.490844
    0.723392     0.074849     0.510196
    0.715970     0.166701     0.533030
    0.682727     0.187381     0.386146
    0.709633     0.102367     0.544948
    0.727103     0.123848     0.503600
    0.727775     0.059729     0.465344
    0.693822     0.138611     0.467705
    0.683320     0.090324     0.408873
    0.700979     0.114978     0.513236
    0.717788     0.122642     0.513377
    0.716866     0.107104     0.391615
    0.693725     0.099948     0.497040
    0.705357     0.140932     0.516255
    0.727313     0.128458     0.470890
    0.719203     0.112158     0.524326
    0.721688     0.089545     0.391066
    0.731718     0.170694     0.596043
    0.734896     0.102158     0.426012
    0.715875     0.148783     0.532646
    0.734154     0.092851     0.464992
    0.703502     0.096159     0.473156
    0.718377     0.213288     0.545338
    0.715895     0.102642     0.460314
    0.712897     0.098583     0.442911
    0.724272     0.113470     0.510805
    0.693904     0.131534     0.433891
    0.731739     0.154027     0.515896
    0.722314     0.062171     0.514681
    0.707969     0.183746     0.475182
    0.711473     0.118178     0.449585
    0.748874     0.097884     0.449683
    0.710022     0.183781     0.578068
    0.711887     0.167318     0.471944
    0.724775     0.111800     0.493946
    0.742379     0.117440     0.493659
    0.700818     0.143290     0.447943
    0.732508     0.175639     0.573758
    0.697008     0.112370     0.502680
    0.730329     0.141197     0.516797
    0.719596     0.196209     0.456522
    0.680961     0.102904     0.511880
    0.708191     0.107133     0.490339
    0.675177     0.059679     0.403457
    0.719393     0.083887     0.458029
    0.737458     0.102276     0.484488
    0.715392     0.095440     0.476614
    0.726307     0.070088     0.487187
    0.697151     0.128575     0.439002
    0.706721     0.096937     0.418333
    0.740147     0.143580     0.481354
    0.685221     0.128572     0.495513
    0.719476     0.109192     0.429906
    0.717303     0.133000     0.537812
    0.730588     0.095759     0.434099
    0.666005     0.109387     0.400130
    0.728528     0.186205     0.514200
    0.697934     0.125693     0.513699
    0.718252     0.122383     0.494760
    0.739360     0.113417     0.513590
    0.730041     0.081626     0.489380
    0.737172     0.241731     0.530612
    0.737056     0.139147     0.534065
    0.712643     0.139082     0.444332
    0.718591     0.127081     0.454314
    0.691926     0.125840     0.504473
    0.704177     0.138856     0.491855
    0.730521     0.095786     0.438282
