5.569242238998413086e-01 1.412154585123062134e-01 4.271543323993682861e-01
5.925780534744262695e-01 1.420497447252273560e-01 4.472127258777618408e-01
5.973514318466186523e-01 1.356217563152313232e-01 4.448103606700897217e-01
5.880929231643676758e-01 1.363563835620880127e-01 4.466851353645324707e-01
5.577374696731567383e-01 1.411594152450561523e-01 4.233277142047882080e-01
5.930579304695129395e-01 1.388977766036987305e-01 4.447463154792785645e-01
5.899762511253356934e-01 1.358553171157836914e-01 4.461187720298767090e-01
5.935855507850646973e-01 1.337421238422393799e-01 4.381478726863861084e-01
5.771746635437011719e-01 1.390689313411712646e-01 4.383011162281036377e-01
5.774056315422058105e-01 1.383808255195617676e-01 4.362733960151672363e-01
5.992015004158020020e-01 1.364640295505523682e-01 4.420979022979736328e-01
5.727976560592651367e-01 1.332642734050750732e-01 4.356479048728942871e-01
6.000667214393615723e-01 1.374696046113967896e-01 4.424769580364227295e-01
5.781468152999877930e-01 1.412479132413864136e-01 4.358688592910766602e-01
5.882731080055236816e-01 1.373868882656097412e-01 4.433425366878509521e-01
5.936165452003479004e-01 1.342539787292480469e-01 4.468917846679687500e-01
5.825902223587036133e-01 1.379338949918746948e-01 4.414390921592712402e-01
5.953698754310607910e-01 1.395162343978881836e-01 4.413093626499176025e-01
5.791159868240356445e-01 1.365155577659606934e-01 4.389528930187225342e-01
6.163160800933837891e-01 1.433739364147186279e-01 4.509169459342956543e-01
5.917326211929321289e-01 1.389320939779281616e-01 4.396817982196807861e-01
5.857213139533996582e-01 1.376386135816574097e-01 4.371588528156280518e-01
5.600605010986328125e-01 1.361920535564422607e-01 4.288927018642425537e-01
6.113143563270568848e-01 1.366238147020339966e-01 4.489582180976867676e-01
5.839454531669616699e-01 1.355333626270294189e-01 4.362820386886596680e-01
6.038851141929626465e-01 1.417415291070938110e-01 4.481617510318756104e-01
5.916273593902587891e-01 1.329555213451385498e-01 4.439659714698791504e-01
6.113431453704833984e-01 1.359587758779525757e-01 4.488900303840637207e-01
5.848425030708312988e-01 1.370204538106918335e-01 4.385800659656524658e-01
5.656993985176086426e-01 1.430067718029022217e-01 4.277952015399932861e-01
6.198824048042297363e-01 1.325595676898956299e-01 4.481494426727294922e-01
5.877549052238464355e-01 1.362812519073486328e-01 4.402729570865631104e-01
5.837306976318359375e-01 1.373136043548583984e-01 4.425044357776641846e-01
5.776283740997314453e-01 1.395679265260696411e-01 4.292773604393005371e-01
5.795557498931884766e-01 1.392863094806671143e-01 4.404432773590087891e-01
6.021533012390136719e-01 1.378025263547897339e-01 4.451042711734771729e-01
5.812762975692749023e-01 1.367009431123733521e-01 4.318697452545166016e-01
5.778786540031433105e-01 1.368432641029357910e-01 4.332582354545593262e-01
5.862627625465393066e-01 1.410617381334304810e-01 4.433702230453491211e-01
6.034361720085144043e-01 1.400901079177856445e-01 4.475138187408447266e-01
5.897994041442871094e-01 1.373423784971237183e-01 4.377654790878295898e-01
5.682802796363830566e-01 1.354755759239196777e-01 4.306930303573608398e-01
5.519831180572509766e-01 1.361814886331558228e-01 4.263898134231567383e-01
5.913360118865966797e-01 1.352665722370147705e-01 4.408161044120788574e-01
5.814136266708374023e-01 1.329609453678131104e-01 4.359487295150756836e-01
5.801340341567993164e-01 1.431591063737869263e-01 4.384476244449615479e-01
6.081455945968627930e-01 1.357066482305526733e-01 4.494424462318420410e-01
5.826326012611389160e-01 1.370299905538558960e-01 4.354456067085266113e-01
5.997880101203918457e-01 1.375563889741897583e-01 4.453792572021484375e-01
5.842927098274230957e-01 1.382322609424591064e-01 4.405067861080169678e-01
5.796874761581420898e-01 1.367788612842559814e-01 4.329830408096313477e-01
5.956300497055053711e-01 1.388326585292816162e-01 4.451007246971130371e-01
5.776838064193725586e-01 1.374263614416122437e-01 4.360405206680297852e-01
5.969458222389221191e-01 1.391371190547943115e-01 4.392906725406646729e-01
5.921438336372375488e-01 1.373410224914550781e-01 4.402244091033935547e-01
5.811669230461120605e-01 1.359995603561401367e-01 4.334485828876495361e-01
5.655410885810852051e-01 1.373790651559829712e-01 4.349868893623352051e-01
5.920463204383850098e-01 1.345334500074386597e-01 4.442659914493560791e-01
5.501561760902404785e-01 1.368466913700103760e-01 4.243648350238800049e-01
5.757284164428710938e-01 1.354412883520126343e-01 4.355417788028717041e-01
5.794128775596618652e-01 1.353763341903686523e-01 4.387391507625579834e-01
5.877716541290283203e-01 1.379321217536926270e-01 4.375869631767272949e-01
5.910111069679260254e-01 1.386023163795471191e-01 4.403347969055175781e-01
5.752633213996887207e-01 1.380871683359146118e-01 4.346853792667388916e-01
5.902399420738220215e-01 1.422736048698425293e-01 4.428095221519470215e-01
5.756583213806152344e-01 1.365025639533996582e-01 4.386315643787384033e-01
5.977618694305419922e-01 1.368387341499328613e-01 4.402243793010711670e-01
6.046217083930969238e-01 1.371137350797653198e-01 4.466457366943359375e-01
5.713534951210021973e-01 1.352244764566421509e-01 4.335424900054931641e-01
5.608624219894409180e-01 1.406691968441009521e-01 4.295193850994110107e-01
6.026922464370727539e-01 1.389800310134887695e-01 4.424976706504821777e-01
6.422303318977355957e-01 1.384279280900955200e-01 4.593890905380249023e-01
5.728566050529479980e-01 1.363558173179626465e-01 4.373258054256439209e-01
5.736540555953979492e-01 1.358817815780639648e-01 4.323050081729888916e-01
5.776044130325317383e-01 1.413608044385910034e-01 4.401979744434356689e-01
5.958958864212036133e-01 1.350378990173339844e-01 4.439974129199981689e-01
5.694867968559265137e-01 1.426156312227249146e-01 4.356642663478851318e-01
6.131104826927185059e-01 1.410918831825256348e-01 4.503020644187927246e-01
6.046904921531677246e-01 1.389524638652801514e-01 4.488591849803924561e-01
5.786756277084350586e-01 1.344561725854873657e-01 4.335452616214752197e-01
5.850747227668762207e-01 1.356160938739776611e-01 4.386687278747558594e-01
5.929278731346130371e-01 1.390799432992935181e-01 4.486563503742218018e-01
5.813083648681640625e-01 1.348500549793243408e-01 4.373457431793212891e-01
5.734574794769287109e-01 1.387205123901367188e-01 4.299569725990295410e-01
5.991475582122802734e-01 1.409501880407333374e-01 4.433754384517669678e-01
6.017828583717346191e-01 1.363935768604278564e-01 4.464336037635803223e-01
5.794788599014282227e-01 1.351138353347778320e-01 4.350412786006927490e-01
5.999601483345031738e-01 1.397678405046463013e-01 4.432478547096252441e-01
5.879009366035461426e-01 1.356846541166305542e-01 4.409580528736114502e-01
5.867264270782470703e-01 1.333822309970855713e-01 4.403181076049804688e-01
5.910334587097167969e-01 1.352344900369644165e-01 4.406417310237884521e-01
6.066759824752807617e-01 1.373654156923294067e-01 4.469340741634368896e-01
5.803902149200439453e-01 1.406811028718948364e-01 4.351090192794799805e-01
5.811237692832946777e-01 1.350332796573638916e-01 4.371179938316345215e-01
5.541666150093078613e-01 1.391700655221939087e-01 4.258107841014862061e-01
6.182659268379211426e-01 1.349731236696243286e-01 4.510079324245452881e-01
5.706468820571899414e-01 1.352455317974090576e-01 4.368819594383239746e-01
5.983659029006958008e-01 1.361683905124664307e-01 4.473988115787506104e-01
5.922812223434448242e-01 1.395878195762634277e-01 4.369202852249145508e-01
5.882759094238281250e-01 1.384791731834411621e-01 4.387223124504089355e-01
